name,cuisine,category,location,city,price,lat,lng,rating
Aunt Jake's,Italian,Lunch/Dinner|Brunch,Upper East Side,New York City,2,40.7745912,-73.9553677,
Magnolia Bakery,Bakery,Desserts,Greenwich Village|Midtown|Midtown East,New York City,2,40.7358805,-74.0049673,
Laut,Thai|Southeast Asian,Lunch/Dinner,Chelsea,New York City,2,40.7376158,-73.9910302,
Thursday Kitchen,Korean,Drinks|Lunch/Dinner|Date Night,East Village,New York City,2,40.727566,-73.983805,
Olio e Piu,Italian,Lunch/Dinner,Greenwich Village,New York City,2,40.7337945,-73.9997927,
uluh,Chinese,Lunch/Dinner,East Village,New York City,2,40.7293472,-73.9866141,
Balthazar,French,Lunch/Dinner,Soho,New York City,3,40.722668,-73.9982298,
Tacombi,Mexican,Lunch/Dinner|Drinks|Date Night,Nolita|Greenwich Village|Nomad|FiDi,New York City,2,40.724,-73.9938,
Shoo Shoo Nolita,Mediterranean,Brunch,Nolita,New York City,2,40.7200534,-73.9962769,
AweSum Dim Sum,Dim Sum|Chinese,Brunch|To Share,Gramercy|Midtown,New York City,2,40.7388534,-73.9836737,
AweSum Dim Sum,Dim Sum|Chinese,Brunch|To Share,Gramercy|Midtown,New York City,2,40.7551117,-73.9911301,
Wayla,Thai,Lunch/Dinner,LES,New York City,2,40.7182852,-73.9926038,
Somtum Der,Thai,Lunch/Dinner,East Village,New York City,2,40.7252385,-73.984342,
Ruby's Cafe,Australian,Lunch/Dinner|Brunch,Nolita|East Village|Kips Bay,New York City,2,40.7223109,-73.9963226,
San Marzano,Italian,Lunch/Dinner,East Village,New York City,1,40.7279967,-73.9884379,
Clinton St Baking Co.,American,Brunch,LES,New York City,2,40.721264,-73.9838497,
Bar Primi,Italian,Lunch/Dinner|Date Night,East Village,New York City,2,40.7256677,-73.9917285,
Shuka,Mediterranean,Lunch/Dinner|Date Night,South Village,New York City,2,40.7270639,-74.0027877,
Take 31,Korean,Lunch/Dinner,Koreatown,New York City,2,40.7462777,-73.9848246,
Agave,Mexican,Lunch/Dinner|Date Night,Greenwich Village,New York City,2,40.7347326,-74.0023994,
Pardon My French,French,Lunch/Dinner|Date Night,East Village,New York City,3,40.7247571,-73.9811947,
Berimbau Brazilian Kitchen,South American,Lunch/Dinner|Drinks,South Village,New York City,2,40.7301198,-74.0036057,
Chama Mama,Middle Eastern,Lunch/Dinner|Brunch,Chelsea,New York City,2,40.7384413,-73.9988997,
Russ & Daughters Cafe,Bagels|Jewish,Brunch,LES,New York City,2,40.7196181,-73.9895779,
Russ & Daughters,Bagels|Jewish,Quick Bites,LES,New York City,2,40.7225076,-73.9889424,
19 Cleveland,Mediterranean,Brunch,Nolita,New York City,2,40.7215964,-73.9970748,
Banter,Australian,Brunch,South Village,New York City,2,40.7279278,-74.0009847,
The Wild Son,American,Brunch|Drinks,East Village,New York City,2,40.7274064,-73.9851423,
NOMO SOHO,American,Brunch,Soho,New York City,3,40.7198142,-74.0000734,
Baar Baar,Indian,Lunch/Dinner,East Village,New York City,3,40.7244269,-73.9915532,
Joe's Shanghai,Chinese,Lunch/Dinner,Chinatown,New York City,1,40.7156587,-73.9966735,
Prince St. Pizza,Pizza,Quick Bites,Nolita,New York City,1,40.723084,-73.994528,
Tompkins Square Bagels,Bagels,Quick Bites,East Village,New York City,1,40.7306771,-73.9858174,
The Butcher's Daughter,American,Brunch,Nolita|Greenwich Village|Williamsburg,New York City,2,40.7207146,-73.9948374,
Joe's Pizza,Pizza,Quick Bites,South Village|East Village|Midtown,New York City,1,40.7305803,-74.0020956,
Egg Shop,American,Brunch,Nolita|Williamsburg,New York City,2,40.7204333,-73.9951817,
The Rice Noodle,Chinese,Lunch/Dinner|Noodles,South Village,New York City,1,40.7292194,-74.001466,
Jack's Wife Freda,Mediterranean,Brunch,Greenwich Village|Soho,New York City,3,40.7221234,-73.9975099,
Jacob's Pickles,American|Southern,Brunch|Lunch/Dinner,Upper West Side,New York City,2,40.786648,-73.9755259,
Mimi Cheng's Dumplings,Chinese,Quick Bites,Nolita|East Village,New York City,1,40.7307684,-73.9863557,
Mimi Cheng's Dumplings,Chinese,Quick Bites,Nolita|East Village,New York City,1,40.7205237,-73.9969249,
Pinto Garden,Thai,Brunch|Lunch/Dinner|Date Night,Greenwich Village,New York City,2,40.7348667,-73.9994819,
Soothr,Thai,Lunch/Dinner|Drinks|Date Night,East Village,New York City,2,40.7323017,-73.9873417,
Amigo by Nai,Mexican,Lunch/Dinner,East Village,New York City,2,40.7246948,-73.9908769,
Dim Sum Palace,Dim Sum|Chinese,Brunch|Lunch/Dinner|To Share,East Village|Midtown|Hell's Kitchen|Koreatown,New York City,2,40.7258783,-73.989884,
Bar Verde,Mexican|Vegan,Lunch/Dinner,East Village,New York City,2,40.7260641,-73.9897793,
SESTINA,Italian|Vegan,Lunch/Dinner,East Village,New York City,2,40.7261601,-73.9897043,
Saigon Social,Vietnamese,Lunch/Dinner,LES,New York City,2,40.7214626,-73.9882485,
Mr. Taka,Japanese|Ramen,Lunch/Dinner,LES,New York City,2,40.721241,-73.988898,
Gemma,Italian,Lunch/Dinner|Date Night,East Village,New York City,2,40.7261666,-73.9916613,
Ho Foods,Taiwanese,Lunch/Dinner,East Village,New York City,2,40.7262861,-73.9848252,
886,Taiwanese,Lunch/Dinner,East Village,New York City,2,40.7287968,-73.9887127,
Good Thanks,Australian,Brunch,LES,New York City,2,40.7197434,-73.9895105,
Saramsam,Filipino|Vegan,Lunch/Dinner|Date Night,East Village,New York City,3,40.7266894,-73.9844587,
Taqueria Diana,Mexican,Quick Bites,East Village,New York City,1,40.728434,-73.98802,
Pause Cafe,Mediterranean,Cafe|Brunch,LES,New York City,2,40.721219,-73.9840921,
Congee Village,Chinese,Lunch/Dinner,LES,New York City,2,40.718659,-73.990354,
Prince Tea House,Tea,Desserts|Tea,East Village|Soho,New York City,2,40.7190154,-73.9949034,
Charley St,Australian,Brunch,Nolita,New York City,2,40.7209397,-73.9955014,
Dudley's,Australian,Brunch|Lunch/Dinner,LES,New York City,2,40.7180686,-73.9904389,
BoCaphe,Vietnamese,Brunch|Lunch/Dinner,Soho,New York City,2,40.7220507,-73.9975856,
Zooba,Middle Eastern,Quick Bites,Nolita,New York City,1,40.7212933,-73.9973098,
Spicy Moon,Chinese|Vegan,Lunch/Dinner,East Village|Greenwich Village,New York City,1,40.7266901,-73.9872499,
outro,Australian,Brunch,East Village,New York City,2,40.7327739,-73.9909553,
Madam Ji,Indian,Lunch/Dinner|Brunch,Greenwich Village,New York City,2,40.7282047,-73.9995574,
Citizens Of,Australian,Brunch,Greenwich Village|Soho|Chelsea|Gramercy,New York City,2,40.7285617,-73.9997028,
Boqueria,Spanish,Brunch|To Share,Soho|Midtown|Upper East Side,New York City,3,40.7248694,-74.002175,
Tortaria,Mexican,Lunch/Dinner,Greenwich Village,New York City,2,40.73387,-73.99304,
Raku,Japanese|Udon,Lunch/Dinner,South Village|East Village,New York City,2,40.7265503,-73.9867249,
Rasa,Southeast Asian,Lunch/Dinner,Greenwich Village,New York City,2,40.7329711,-73.9976527,
Jajaja,Mexican|Vegan,Lunch/Dinner,South Village|LES,New York City,2,40.7142123,-73.9904025,
Little Owl,American,Brunch,Greenwich Village,New York City,2,40.732398,-74.005318,
Flipsigi,Filipino,Quick Bites,Greenwich Village,New York City,1,40.7344965,-74.0020674,
Golden Unicorn,Dim Sum|Chinese,Brunch|To Share,Chinatown,New York City,2,40.7136857,-73.9971866,
Nom Wah Tea Parlor,Dim Sum|Chinese,Brunch|To Share,Chinatown,New York City,2,40.7144447,-73.998254,
Saigon Shack,Vietnamese,Lunch/Dinner,South Village,New York City,1,40.7296889,-74.000625,
Huertas,Spanish,Lunch/Dinner,East Village,New York City,3,40.7268446,-73.9862162,
Suki,Japanese,Lunch/Dinner,East Village,New York City,2,40.7288216,-73.9889971,
Sabai,Thai,Lunch/Dinner|Date Night,Nomad,New York City,2,40.744299,-73.983664,
Blank Slate Coffee,Coffee,Cafe|Brunch,Nomad,New York City,2,40.7453125,-73.9846013,
Two Hands,Australian,Brunch,Noho|Tribeca|Nolita,New York City,2,40.7196965,-73.9960246,
The Grey Dog,American,Brunch,Greenwich Village|Nolita,New York City,2,40.7229542,-73.9956958,
TacoVision,Mexican,Lunch/Dinner,Midtown East,New York City,2,40.7569163,-73.9678386,
Risotteria Melotti,Italian,Lunch/Dinner,East Village,New York City,2,40.726649,-73.988342,
Goodnight Sonny,Bar,Bar|Drinks,East Village,New York City,2,40.7276202,-73.985094,
Ludlow Coffee Supply,Coffee,Cafe,LES,New York City,1,40.7216825,-73.9873972,
Kona Coffee Co,Coffee,Cafe,East Village,New York City,1,40.7258692,-73.9898686,
MUD,Coffee,Cafe,East Village,New York City,1,40.7291106,-73.9866336,
Maman,Coffee|French,Cafe|Brunch,Greenwich Village|Soho|Upper East Side|Nomad|Tribeca|Hudson Square,New York City,2,40.7202877,-73.9983933,
Urban Backyard,Coffee,Cafe,Nolita,New York City,1,40.7208064,-73.9966015,
Xi'an Famous Foods,Chinese,Quick Bites,Chelsea|Chinatown|Upper East Side,New York City,1,40.7150822,-73.997342,
Harbs,Japanese,Desserts,Soho,New York City,2,40.7264131,-74.0000264,
Levain Bakery,Bakery,Desserts,Noho|Upper East Side,New York City,1,40.7262243,-73.9946887,
Bar Belly,Bar,Bar|Drinks,LES,New York City,2,40.7151381,-73.9916374,
Souvlaki GR,Mediterranean,Lunch/Dinner,LES|Midtown,New York City,2,40.7211257,-73.9871559,
Wah Fung No 1 Fast Food,Chinese,Quick Bites,Chinatown,New York City,1,40.7173189,-73.9944649,
Itaewon Pocha,Korean,Bar|Drinks,Koreatown,New York City,2,40.7477111,-73.9870834,
BCD Tofu House,Korean,Lunch/Dinner,Koreatown,New York City,2,40.7475106,-73.9860627,
Grace Street Cafe,Korean,Desserts|Cafe,Koreatown,New York City,2,40.7477172,-73.9865302,
Gammeeok,Korean,Lunch/Dinner,Koreatown,New York City,2,40.7477152,-73.9860561,
The Alley,Tea,Tea,East Village,New York City,1,40.7295935,-73.990984,
Debutea,Tea,Tea,Greenwich Village,New York City,1,40.729175,-73.9993244,
YiFang Fruit Tea,Tea,Tea,Chinatown|East Village|Kips Bay|Midtown,New York City,1,40.729047,-73.98809,
Refinery Rooftop,Bar,Drinks|Rooftop|Bar,Midtown,New York City,3,40.7522605,-73.985361,
Rosemary's,Italian,Lunch/Dinner|Date Night,Greenwich Village,New York City,2,40.7348368,-73.9998009,
Lola Taverna,Mediterranean,Lunch/Dinner|Date Night,South Village,New York City,2,40.7270494,-74.0031992,
Jaiya,Thai,Lunch/Dinner,Kips Bay,New York City,2,40.742225,-73.980989,
Barn Joo,Korean,Lunch/Dinner,Chelsea,New York City,2,40.736868,-73.990738,
Buenos Aires,South American,Lunch/Dinner,East Village,New York City,3,40.7253096,-73.98341,
Great NY Noodletown,Chinese,Lunch/Dinner,Chinatown,New York City,1,40.7150085,-73.9970518,
Klong,Thai,Lunch/Dinner|Drinks,East Village,New York City,2,40.7295828,-73.9891322,
Xe May Sandwich Shop,Vietnamese,Quick Bites,East Village,New York City,1,40.7272078,-73.9849232,
Veselka,Eastern European,Lunch/Dinner|Brunch,East Village,New York City,2,40.7290155,-73.9871139,
Mr. Purple,Bar,Drinks|Rooftop|Bar,LES,New York City,3,40.721741,-73.988103,
Le Bain,Bar,Drinks|Rooftop|Bar,Meatpacking District,New York City,4,40.740875,-74.0081444,
Laduree,French,Desserts|Brunch,Soho|Upper East Side,New York City,3,40.7242961,-74.0024518,
KENKA,Japanese,Lunch/Dinner,East Village,New York City,1,40.7291388,-73.9884654,
The Granddaddy,Coffee,Cafe,LES,New York City,1,40.7177667,-73.9920389,
Milk & Cream Cereal Bar,Ice Cream,Desserts,Little Italy,New York City,1,40.7195711,-73.9964745,
Keki Modern Cakes,Japanese|Bakery,Desserts,Chinatown|Koreatown,New York City,1,40.7468552,-73.9849861,
Sweet Moment,Korean,Desserts,Little Italy,New York City,2,40.71763,-73.997147,
Simo Pizza,Pizza,Quick Bites,Meatpacking District,New York City,1,40.7392955,-74.0087429,
Boucherie,French,Lunch/Dinner|Desserts|Date Night,Greenwich Village|Gramercy,New York City,3,40.733047,-74.0028772,
Little Cupcake Bakeshop,Bakery,Desserts,Nolita,New York City,1,40.7228991,-73.994847,
Spot Dessert Bar,Asian,Desserts,East Village,New York City,2,40.7293975,-73.988927,
Lazy Llama Coffee Bar,Coffee,Cafe,East Village,New York City,1,40.7235247,-73.9887414,
787 Coffee,Coffee,Cafe,East Village|Gramercy,New York City,1,40.7274023,-73.9888408,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side|Midtown East,New York City,1,40.730268,-73.993958,
Tonii's Fresh Rice Noodle,Chinese,Quick Bites,Chinatown,New York City,1,40.7156143,-73.998962,
Sobaya,Japanese,Lunch/Dinner|Noodles,East Village,New York City,2,40.7296064,-73.9879383,
Udon West,Japanese|Udon,Lunch/Dinner,East Village,New York City,1,40.7293784,-73.9890747,
JOJU,Vietnamese,Quick Bites,Midtown,New York City,2,40.7556883,-73.9788274,
The Spaniard,Bar|American,Drinks|Lunch/Dinner,South Village,New York City,2,40.7327497,-74.0021829,
Top Thai,Thai,Lunch/Dinner,Greenwich Village,New York City,2,40.7297845,-73.9994477,
Murray's Mac and Cheese,American,Quick Bites,South Village,New York City,1,40.730947,-74.0030587,
CHILI 美麗,Chinese,Drinks|Lunch/Dinner,Midtown,New York City,2,40.7500607,-73.9821266,
Sunday to Sunday,American,Brunch|Cafe,LES,New York City,2,40.7180459,-73.9901863,
The Maze,Korean,Bar|Drinks,Koreatown,New York City,2,40.747606,-73.987256,
Samwon Garden,Korean,Drinks|Lunch/Dinner,Koreatown,New York City,3,40.7481097,-73.9872039,
Five Senses,Korean,Lunch/Dinner,Koreatown,New York City,2,40.747715,-73.986056,
bb.q Chicken,Korean,Quick Bites,Koreatown,New York City,1,40.7479292,-73.986776,
Joe's Steam Rice Roll,Chinese,Quick Bites,Chinatown,New York City,1,40.7190077,-74.0008427,
Epistrophy,Italian,Drinks|Date Night,Nolita,New York City,2,40.721191,-73.995392,
Soho Park,American,Drinks,Soho,New York City,2,40.7236389,-73.9967611,
Pera Soho,Mediterranean,Drinks|Lunch/Dinner,Soho,New York City,2,40.7238167,-74.0033792,
Dominique Ansel,Bakery,Desserts,Soho,New York City,2,40.7252509,-74.0028734,
La Colombe,Coffee,Cafe,Soho|Noho|Midtown|FiDi,New York City,1,40.7280812,-73.9932998,
Bluestone Lane,Australian,Cafe|Brunch,Nolita|South Village|East Village|Greenwich Village|Midtown,New York City,2,40.7301092,-73.9902571,
K'ook,Korean,Lunch/Dinner,East Village,New York City,2,40.7267339,-73.9874331,
Noree Thai Bazaar,Thai,Lunch/Dinner,LES,New York City,2,40.718034,-73.9927672,
Piacere,Italian,Lunch/Dinner,Little Italy,New York City,2,40.719703,-73.9951354,
Asuka Sushi,Japanese|Sushi,Lunch/Dinner,Chelsea,New York City,2,40.7453424,-73.9990165,
The Mercer Kitchen,American,Brunch|Lunch/Dinner|Drinks,Soho,New York City,3,40.7248421,-73.9986494,
Fish Cheeks,Thai|Seafood,Lunch/Dinner,Noho,New York City,2,40.725709,-73.992682,
Taiyaki,Japanese,Desserts,Chinatown,New York City,1,40.7179112,-73.9988653,
Spaghetti Incident,Italian,Lunch/Dinner,LES,New York City,2,40.722402,-73.9899587,
Sonnyboy,Australian,Brunch|Lunch/Dinner,LES,New York City,2,40.7205154,-73.9901841,
Davelle,Japanese,Brunch|Cafe,LES,New York City,2,40.7185385,-73.9860676,
Sweet Chick,American,Quick Bites,LES,New York City,2,40.7217009,-73.9872776,
Macchina,Italian,Lunch/Dinner,Kips Bay,New York City,2,40.7409157,-73.9814139,
Bao Bao Cafe,Asian,Lunch/Dinner,Kips Bay,New York City,1,40.7408627,-73.9835112,
Caffe Buon Gusto,Italian,Lunch/Dinner,Upper East Side,New York City,2,40.7723218,-73.9573756,
Mamasita Bar & Grill,Mexican,Lunch/Dinner,Hell's Kitchen,New York City,2,40.7673678,-73.9895115,
Bibble & Sip,Bakery,Desserts|Quick Bites,Hell's Kitchen|Little Italy,New York City,2,40.7628415,-73.9851781,
Lafayette Grand Cafe,Bakery|French,Lunch/Dinner|Desserts|Cafe|Brunch,Noho,New York City,3,40.7275934,-73.9937017,
Casa La Femme,Middle Eastern,Lunch/Dinner|Date Night,Greenwich Village,New York City,3,40.734147,-74.0080251,
Supermoon Bakehouse,Bakery,Desserts|Cafe,LES,New York City,2,40.7198453,-73.9872386,
Tacombi,Mexican,Lunch/Dinner|Drinks|Date Night,Nolita|Greenwich Village|Nomad|FiDi,New York City,2,40.7311167,-74.002714,
Tacombi,Mexican,Lunch/Dinner|Drinks|Date Night,Nolita|Greenwich Village|Nomad|FiDi,New York City,2,40.7429556,-73.9911351,
Ruby's Cafe,Australian,Lunch/Dinner|Brunch,Nolita|East Village|Kips Bay,New York City,2,40.7310755,-73.9883598,
Joe's Pizza,Pizza,Quick Bites,South Village|East Village|Midtown,New York City,1,40.7332362,-73.9876852,
Joe's Pizza,Pizza,Quick Bites,South Village|East Village|Midtown,New York City,1,40.7546287,-73.9869994,
Jack's Wife Freda,Mediterranean,Brunch,Greenwich Village|Soho,New York City,3,40.7298168,-74.003516,
Prince Tea House,Tea,Desserts|Tea,East Village|Soho,New York City,2,40.7294468,-73.9863997,
Spicy Moon,Chinese|Vegan,Lunch/Dinner,East Village|Greenwich Village,New York City,1,40.7293583,-73.9983012,
Citizens Of,Australian,Brunch,Greenwich Village|Soho|Chelsea|Gramercy,New York City,2,40.7366225,-73.9815203,
Citizens Of,Australian,Brunch,Greenwich Village|Soho|Chelsea|Gramercy,New York City,2,40.7480151,-74.0005534,
Citizens Of,Australian,Brunch,Greenwich Village|Soho|Chelsea|Gramercy,New York City,2,40.721327,-73.9976499,
Jajaja,Mexican|Vegan,Lunch/Dinner,South Village|LES,New York City,2,40.7298848,-74.0046039,
Raku,Japanese|Udon,Lunch/Dinner,South Village|East Village,New York City,2,40.7272479,-74.0025495,
Two Hands,Australian,Brunch,Noho|Tribeca|Nolita,New York City,2,40.7262603,-73.9956844,
Two Hands,Australian,Brunch,Noho|Tribeca|Nolita,New York City,2,40.7177931,-74.0054175,
The Grey Dog,American,Brunch,Greenwich Village|Nolita,New York City,2,40.7337952,-73.993199,
Maman,Coffee|French,Cafe|Brunch,Greenwich Village|Soho|Upper East Side|Nomad|Tribeca|Hudson Square,New York City,2,40.7432672,-73.9901338,
Xi'an Famous Foods,Chinese,Quick Bites,Chelsea|Chinatown|Upper East Side,New York City,1,40.7401615,-74.0019196,
Xi'an Famous Foods,Chinese,Quick Bites,Chelsea|Chinatown|Upper East Side,New York City,1,40.7722166,-73.9558052,
Laduree,French,Desserts|Brunch,Soho|Upper East Side,New York City,3,40.7708058,-73.9663586,
Keki Modern Cakes,Japanese|Bakery,Desserts,Chinatown|Koreatown,New York City,1,40.7164933,-73.998082,
787 Coffee,Coffee,Cafe,East Village|Gramercy,New York City,1,40.7263237,-73.9838523,
Boucherie,French,Lunch/Dinner|Desserts|Date Night,Greenwich Village|Gramercy,New York City,3,40.7372552,-73.9882246,
Boucherie,French,Lunch/Dinner|Desserts|Date Night,Greenwich Village|Midtown|Gramercy,New York City,3,40.7338274,-74.0004206,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side,New York City,1,40.751606,-73.9836916,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side,New York City,1,40.7562467,-73.9798031,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side,New York City,1,40.7502596,-73.9777519,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side,New York City,1,40.7515735,-73.970671,
Matto Espresso,Coffee,Cafe,Greenwich Village|FiDi|Midtown|Murray Hill|Upper East Side|Upper West Side,New York City,1,40.7094908,-74.0081836,
La Colombe,Coffee,Cafe,Soho|Noho|Midtown|FiDi,New York City,1,40.7239892,-73.9964457,
La Colombe,Coffee,Cafe,Soho|Noho|Midtown|FiDi,New York City,1,40.7257806,-74.0012273,
La Colombe,Coffee,Cafe,Soho|Noho|Midtown|FiDi,New York City,1,40.7198829,-74.0038136,
